source,target,similarity_score
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Guest Series | Dr. Andy Galpin: Optimal Protocols to Build Strength & Grow Muscles,0.08659732825849611
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,How to Optimize Fertility in Males & Females,0.18472520727217684
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Guest Series | Dr. Andy Galpin: How to Assess & Improve All Aspects of Your Fitness,0.3499479122626586
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Rick Rubin: How to Access Your Creativity,0.36488257494550047
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Developing a Rational Approach to Supplementation for Health & Performance,0.2503969737273478
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Dr. Sam Harris: Using Meditation to Focus, View Consciousness & Expand Your Mind",0.2936738724535946
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Jocko Willink: How to Become Resilient, Forge Your Identity & Lead Others",0.3022322316538828
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,The Science of Creativity & How to Enhance Creative Innovation,0.1255698029466969
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Kyle Gillett: Tools for Hormone Optimization in Males,0.07187805364279368
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Using Caffeine to Optimize Mental & Physical Performance,0.25197527287668925
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Dr. Lex Fridman: Navigating Conflict, Finding Purpose & Maintaining Drive",0.16546851807724292
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Chris Palmer: Diet & Nutrition for Mental Health,0.6316809962313916
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Science-Based Tools for Increasing Happiness,0.07651321301345702
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Dr. Layne Norton: The Science of Eating for Health, Fat Loss & Lean Muscle",0.21882208369890557
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,How Meditation Works & Science-Based Effective Meditations,0.1630105972505959
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Eddie Chang: The Science of Learning & Speaking Languages,0.1579661862116718
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Fitness Toolkit: Protocol & Tools to Optimize Physical Health,0.19922243324320774
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Nolan Williams: Psychedelics & Neurostimulation for Brain Rewiring,0.2512976311644826
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,The Effects of Cannabis (Marijuana) on the Brain & Body,0.1873009154287264
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Casey Halpern: Biology & Treatments for Compulsive Eating & Behaviors,0.1411704865173211
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Nicotine’s Effects on the Brain & Body & How to Quit Smoking or Vaping,0.14106388062935532
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Dr. David Anderson: The Biology of Aggression, Mating & Arousal",0.18830939723580004
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Focus Toolkit: Tools to Improve Your Focus & Concentration,0.2594731742540878
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Dr. Erich Jarvis: The Neuroscience of Speech, Language & Music",0.18076032876102463
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"What Alcohol Does to Your Body, Brain & Health",0.4329955293041904
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Dr. Peter Attia: Exercise, Nutrition, Hormones for Vitality & Longevity",0.1688939140656413
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Sleep Toolkit: Tools for Optimizing Sleep & Sleep-Wake Timing,0.15747546874613236
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Emily Balcetis: Tools for Setting & Achieving Goals,0.10612681042679666
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,The Science & Treatment of Bipolar Disorder,0.1876417275507395
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Charles Zuker: The Biology of Taste Perception & Sugar Craving,0.24212582571281355
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Optimize & Control Your Brain Chemistry to Improve Health & Performance,0.4140294418851781
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Jeff Cavaliere: Optimize Your Exercise Program with Science-Based Tools,0.13900653940969016
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,The Science & Treatment of Obsessive Compulsive Disorder (OCD),0.14218295720588664
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Ido Portal: The Science & Practice of Movement,0.15384552720620054
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Improve Flexibility with Research-Supported Stretching Protocols,0.19159094049808148
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Dr. Paul Conti: Therapy, Treating Trauma & Other Life Challenges",0.22362562454120577
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,The Science & Process of Healing from Grief,0.17007986172544123
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Wendy Suzuki: Boost Attention & Memory with Science-Based Tools,0.05676842267528908
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Understand & Improve Memory Using Science-Based Tools￼,0.20953619568110635
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Understanding & Controlling Aggression,0.13646579426735936
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Rhonda Patrick: Micronutrients for Health & Longevity,0.29351328968973167
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,The Science & Health Benefits of Deliberate Heat Exposure,0.21828497337335717
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Using Light (Sunlight, Blue Light & Red Light) to Optimize Health",0.2164956596345892
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Kyle Gillett: How to Optimize Your Hormones for Health & Vitality,0.3874795236377283
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Using Deliberate Cold Exposure for Health and Performance,0.13307650500555565
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Dr. Andy Galpin: How to Build Strength, Muscle Size & Endurance",0.11458261555440555
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Controlling Sugar Cravings & Metabolism with Science-Based Tools,0.08719946909501561
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Using Salt to Optimize Mental & Physical Performance,0.34856376167815495
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Dr. Justin Sonnenburg: How to Build, Maintain & Repair Gut Health",0.3174907082307631
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,How to Enhance Your Gut Microbiome for Brain & Overall Health,0.4029750141557551
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. David Spiegel: Using Hypnosis to Enhance Mental & Physical Health & Performance,0.537123116904573
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"The Science of Love, Desire and Attachment",0.14382296421339896
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Using Play to Rewire & Improve Your Brain,0.25044059662873774
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Optimizing Workspace for Productivity, Focus, & Creativity",0.1128860206345763
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Alia Crum: Science of Mindsets for Health & Performance,0.34415922783731007
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,The Science of Setting & Achieving Goals,0.1448931265653286
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Jack Feldman: Breathing for Mental & Physical Health & Performance,0.4191960125215627
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,The Science of Making & Breaking Habits,0.16651149406574042
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. David Sinclair: The Biology of Slowing & Reversing Aging,0.26825376541242213
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Science of Social Bonding in Family, Friendship & Romantic Love",0.1465952640860133
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. David Berson: Your Brain’s Logic & Function,0.299546058034339
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Erasing Fears & Traumas Based on the Modern Neuroscience of Fear,0.1677446917792379
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. David Buss: How Humans Select & Keep Romantic Partners in Short & Long Term,0.14464367549434573
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,The Science of Gratitude & How to Build a Gratitude Practice,0.19533072544516905
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Time Perception & Entrainment by Dopamine, Serotonin & Hormones",0.22279896222869752
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Duncan French: How to Exercise for Strength Gains & Hormone Optimization,0.09293028114829642
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Using Your Nervous System to Enhance Your Immune System,0.306028101090842
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Dr. Samer Hattar: Timing Light, Food, & Exercise for Better Sleep, Energy & Mood",0.2950008892676929
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Nutrients For Brain Health & Performance,0.34194891128432314
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Effects of Fasting & Time Restricted Eating on Fat Loss & Health,0.26607747912772023
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Dr. Craig Heller: Using Temperature for Performance, Brain & Body Health",0.28382870558789436
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Controlling Your Dopamine For Motivation, Focus & Satisfaction",0.22525822568644394
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Matthew Johnson: Psychedelic Medicine,0.27122812834051657
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,ADHD & How Anyone Can Improve Their Focus,0.17184610123405375
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Healthy Eating & Eating Disorders – Anorexia, Bulimia, Binging",0.2471493862953383
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Dr. Robert Sapolsky: Science of Stress, Testosterone & Free Will",0.15604445742858383
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Understanding & Conquering Depression,0.08062641948343123
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Anna Lembke: Understanding & Treating Addiction,0.23623086867903506
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,How to Control Your Sense of Pain & Pleasure,0.27617660492017637
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Matthew Walker: The Science & Practice of Perfecting Your Sleep,0.3251475160342969
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,How to Optimize Your Brain-Body Function & Health,0.28017206168938213
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Dr. Lex Fridman: Machines, Creativity & Love",0.1414263481819149
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"Maximizing Productivity, Physical & Mental Health with Daily Tools",0.37618830347418675
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"The Science of Hearing, Balance & Accelerated Learning",0.0758502806547488
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,Dr. Karl Deisseroth: Understanding & Healing the Mind,0.1433162863220111
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"How Smell, Taste & Pheromone-Like Chemicals Control You",0.18912559299726167
GUEST SERIES | Dr. Paul Conti: How to Understand & Assess Your Mental Health,"The Science of Vision, Eye Health & Seeing Better",0.2645453735156916
